ENTREGUE                                          ;350823;Via Varejo                                        ;Casas Bahia                                       ;1;0;385.9;385.9;Micro System Boombox Philco PBO140BT USB Bluetooth Preto - Bivolt;Correios;28/11/2019 01:11:00;16/12/2019 11:05:18
DESPACHADO                                        ;349834;B2W Nova API                                      ;Submarino                                         ;1;35.9;338.89;338.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;20/06/2020 04:57:45;20/06/2020 05:11:44
DESPACHADO                                        ;352478;B2W Nova API                                      ;Lojas Americanas                                  ;1;78.9;1230.89;1230.89;Frigobar Philco PFG85PL 67L Platinum - 110V;JadLog;20/06/2020 05:11:48;20/06/2020 05:26:45
DESPACHADO                                        ;352484;Via Varejo                                        ;Casas Bahia                                       ;1;0;599.79;599.79;Fritadeira Elétrica Philco Air Fry PFR08PI 3.2L 1500W Inox - 110V;JadLog;20/06/2020 07:14:00;22/06/2020 08:46:50
DESPACHADO                                        ;349835;B2W Nova API                                      ;Submarino                                         ;1;0;329.79;329.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;Correios;20/06/2020 07:38:40;22/06/2020 08:46:17
DESPACHADO                                        ;350735;B2W Nova API                                      ;Shoptime                                          ;1;50.71;798.89;798.89;Microondas LG MS3059L 30 Litros Espelhado Revestimento EasyClean Função Eco On - 110V;JadLog;20/06/2020 07:33:35;20/06/2020 07:51:45
CANCELADO                                         ;349992;B2W Nova API                                      ;Lojas Americanas                                  ;1;66.06;2238.89;2238.89;Ar Condicionado Portatil Philco PAC11000F2 Ar Frio 11000BTUS Branco - 220V;Jamef;20/06/2020 07:35:22;
DESPACHADO                                        ;349992;B2W Nova API                                      ;Lojas Americanas                                  ;1;66.06;2238.89;2238.89;Ar Condicionado Portatil Philco PAC11000F2 Ar Frio 11000BTUS Branco - 220V;Jamef;20/06/2020 08:20:04;23/06/2020 05:10:03
CANCELADO                                         ;350787;Carrefour                                         ;Carrefour                                         ;1;53.23;2897.89;2897.89;Notebook Positivo Motion C4500A Dual Core 4GB 500GB Tela 14” Windows 10;Transportadora;20/06/2020 08:18:55;
DESPACHADO                                        ;350059;Magazine Luiza                                    ;Magazine Luiza                                    ;1;47.33;641.79;641.79;Panificadora Britânia Multipane Função Timer Branco - 110V;JadLog;20/06/2020 06:10:33;20/06/2020 08:58:40
DESPACHADO                                        ;349834;Via Varejo                                        ;Extra                                             ;1;0;338.89;338.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;20/06/2020 09:04:00;23/06/2020 08:53:29
DESPACHADO                                        ;349835;B2W Nova API                                      ;Lojas Americanas                                  ;1;30.08;328.89;328.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;Correios;20/06/2020 09:33:20;20/06/2020 09:51:45
DESPACHADO                                        ;349834;B2W Nova API                                      ;Submarino                                         ;1;0;339.79;339.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;20/06/2020 09:41:59;22/06/2020 08:45:34
DESPACHADO                                        ;352744;Carrefour                                         ;Carrefour                                         ;1;0;825.79;825.79;Caixa de Som Amplificada Philco PCX3500 USB Bluetooth 150W RMS Rádio FM - Bivolt;JadLog;20/06/2020 10:17:16;22/06/2020 08:57:29
DESPACHADO                                        ;346693;Magazine Luiza                                    ;Magazine Luiza                                    ;1;36.29;267.89;267.89;DVD Philco PH136 USB HDMI MP3 e JPEG - Bivolt;JadLog;20/06/2020 06:00:15;20/06/2020 10:50:56
DESPACHADO                                        ;349834;Magazine Luiza                                    ;Magazine Luiza                                    ;1;32.85;336.89;336.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;20/06/2020 03:31:17;20/06/2020 10:52:11
DESPACHADO                                        ;346549;B2W Nova API                                      ;Lojas Americanas                                  ;1;79.65;348.89;348.89;Forno Elétrico Philco 36L Temperatura Ajustável Multifunção 1500W - 110V;JadLog;20/06/2020 11:10:45;20/06/2020 11:22:17
DESPACHADO                                        ;349835;B2W Nova API                                      ;Submarino                                         ;1;0;309.79;329.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;JadLog;20/06/2020 11:44:13;22/06/2020 08:44:47
DESPACHADO                                        ;348741;Magazine Luiza                                    ;Magazine Luiza                                    ;1;28.54;29.89;29.89;Sandália Havaianas Top Preto 41/42;JadLog;20/06/2020 11:41:27;23/06/2020 07:28:22
CANCELADO                                         ;348971;B2W Nova API                                      ;Lojas Americanas                                  ;1;103.23;985.89;985.89;Mini System Panasonic SC-UA3LB-K 250W Bluetooh USB - Bivolt;JadLog;21/06/2020 03:42:56;
CANCELADO                                         ;352186;Via Varejo                                        ;Casas Bahia                                       ;1;41.9;369.79;369.79;Caixa de Som Amplificada Lenoxx CA100 120W Bluetooth USB Bateria Interna Karaokê - Bivolt;JadLog;21/06/2020 08:10:00;
CANCELADO                                         ;347244;Cissa Magazine                                    ;Cissa Magazine                                    ;1;73.59;99.89;99.89;Cortador de Cabelo Wahl Easycut 5 Pentes Preto - 220V;Correios;21/06/2020 10:10:00;
DESPACHADO                                        ;346881;Via Varejo                                        ;Casas Bahia                                       ;1;0;928.89;928.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;21/06/2020 10:15:00;23/06/2020 08:52:51
DESPACHADO                                        ;350957;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;179.79;179.79;Sanduicheira Britânia Bello Pane Inox - 110V;JadLog;21/06/2020 10:30:14;22/06/2020 08:42:54
CANCELADO                                         ;350205;Web Continental                                   ;Web Continental                                   ;1;35.74;314.79;314.79;Whisky Ballantines 17 Anos - 750ml;Transportadora;21/06/2020 10:36:56;
DESPACHADO                                        ;349991;Mercado Livre                                     ;Mercado Livre                                     ;1;0;2433.79;2433.79;Ar Condicionado Portatil Philco PAC11000F2 Ar Frio 11000BTUS Branco - 110V;Rapidao Cometa;21/06/2020 12:06:17;22/06/2020 08:55:36
DESPACHADO                                        ;346549;B2W Nova API                                      ;Lojas Americanas                                  ;1;67.62;348.89;348.89;Forno Elétrico Philco 36L Temperatura Ajustável Multifunção 1500W - 110V;JadLog;21/06/2020 12:19:46;21/06/2020 12:33:59
CANCELADO                                         ;350497;Carrefour                                         ;Carrefour                                         ;1;45.42;1973.89;1973.89;Notebook Samsung Chromebook Celeron N3060 116" 2GB 16 GB - Grafit;Transportadora;21/06/2020 12:32:49;
DESPACHADO                                        ;350659;Magazine Luiza                                    ;Magazine Luiza                                    ;1;35.94;227.89;227.89;Modelador de Cachos Gama Italy Ceramic Nano Tourmaline New 33mm - Bivolt;JadLog;21/06/2020 12:37:37;23/06/2020 07:44:03
DESPACHADO                                        ;352534;Magazine Luiza                                    ;Magazine Luiza                                    ;1;35.83;329.89;329.89;Multiprocessador Philco All In One + Citrus 800W Vermelho - 110V;JadLog;21/06/2020 12:37:42;23/06/2020 07:43:55
DESPACHADO                                        ;352631;Via Varejo                                        ;Casas Bahia                                       ;1;0;299.79;299.79;Aspirador de Pó Vertical Electrolux Airspeed 2 em 1 600W - 220V;Correios;21/06/2020 01:38:00;22/06/2020 08:42:10
DESPACHADO                                        ;349835;B2W Nova API                                      ;Lojas Americanas                                  ;1;38.81;328.89;328.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;JadLog;21/06/2020 01:38:02;
DESPACHADO                                        ;352628;Via Varejo                                        ;Casas Bahia                                       ;1;0;318.89;318.89;Aspirador de Pó Vertical Philco Ciclone Force 2 em 1 1250W - 110V;Rapidao Cometa;21/06/2020 02:42:00;22/06/2020 08:41:14
DESPACHADO                                        ;347276;B2W Nova API                                      ;Submarino                                         ;1;0;125.79;125.79;Máquina De Corte Gama Italy Pro 9.5 - 220V;Correios;21/06/2020 03:22:36;22/06/2020 08:40:24
DESPACHADO                                        ;349835;Via Varejo                                        ;Casas Bahia                                       ;1;0;328.89;328.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;JadLog;21/06/2020 03:42:00;22/06/2020 08:39:48
DESPACHADO                                        ;349835;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;329.79;329.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;JadLog;21/06/2020 04:06:42;22/06/2020 08:39:08
DESPACHADO                                        ;346549;Mercado Livre                                     ;Mercado Livre                                     ;1;0;388.79;388.79;Forno Elétrico Philco 36L Temperatura Ajustável Multifunção 1500W - 110V;JadLog;21/06/2020 04:29:01;22/06/2020 08:53:30
CANCELADO                                         ;348914;Via Varejo                                        ;Casas Bahia                                       ;1;44.44;570.89;570.89;Cafeteira Expresso Arno Dolce Gusto Mini Me Preta/Vermelha - 220V;JadLog;21/06/2020 04:54:00;
DESPACHADO                                        ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;339.79;339.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;Correios;21/06/2020 05:03:00;22/06/2020 08:38:27
CANCELADO                                         ;349374;Via Varejo                                        ;Casas Bahia                                       ;1;34.41;144.89;144.89;Liquidificador Britânia Diamante 4 Vel Filtro 800W Vermelho - 110V;JadLog;21/06/2020 05:26:00;
DESPACHADO                                        ;349835;B2W Nova API                                      ;Shoptime                                          ;1;38.95;328.89;328.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;Correios;21/06/2020 05:24:27;21/06/2020 05:51:42
DESPACHADO                                        ;349834;B2W Nova API                                      ;Submarino                                         ;1;0;339.79;339.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;Correios;21/06/2020 05:36:55;23/06/2020 08:52:02
DESPACHADO                                        ;352271;Magazine Luiza                                    ;Magazine Luiza                                    ;1;45.35;575.89;575.89;Depurador Slim Philco PDR60I 3 Velocidades 60cm Inox - 110V;JadLog;21/06/2020 05:33:06;21/06/2020 06:45:38
DESPACHADO                                        ;346881;Magazine Luiza                                    ;Magazine Luiza                                    ;1;74.45;922.89;922.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;Rapidao Cometa;21/06/2020 06:46:45;23/06/2020 07:49:40
DESPACHADO                                        ;352271;Magazine Luiza                                    ;Magazine Luiza                                    ;1;40.71;575.89;575.89;Depurador Slim Philco PDR60I 3 Velocidades 60cm Inox - 110V;JadLog;21/06/2020 06:03:39;21/06/2020 07:08:56
DESPACHADO                                        ;346549;Via Varejo                                        ;Casas Bahia                                       ;1;0;348.89;348.89;Forno Elétrico Philco 36L Temperatura Ajustável Multifunção 1500W - 110V;JadLog;21/06/2020 07:17:00;22/06/2020 08:37:51
DESPACHADO                                        ;349991;Magazine Luiza                                    ;Magazine Luiza                                    ;1;128.84;2174.89;2174.89;Ar Condicionado Portatil Philco PAC11000F2 Ar Frio 11000BTUS Branco - 110V;Jamef;21/06/2020 07:25:31;23/06/2020 07:41:29
DESPACHADO                                        ;349834;Magazine Luiza                                    ;Magazine Luiza                                    ;1;59.98;336.89;336.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;Correios;21/06/2020 07:36:40;21/06/2020 07:50:23
DESPACHADO                                        ;352628;Via Varejo                                        ;Casas Bahia                                       ;1;35.73;318.89;318.89;Aspirador de Pó Vertical Philco Ciclone Force 2 em 1 1250W - 110V;JadLog;21/06/2020 07:57:00;22/06/2020 09:06:29
CANCELADO                                         ;;Cissa Magazine                                    ;Cissa Magazine                                    ;;100.22;334.78;;;JadLog;21/06/2020 08:30:39;
CANCELADO                                         ;350659;B2W Nova API                                      ;Lojas Americanas                                  ;1;17.66;228.89;228.89;Modelador de Cachos Gama Italy Ceramic Nano Tourmaline New 33mm - Bivolt;Correios;21/06/2020 09:36:48;
DESPACHADO                                        ;349834;B2W Nova API                                      ;Submarino                                         ;1;0;339.79;339.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;Rapidao Cometa;21/06/2020 10:53:26;22/06/2020 08:37:16
CANCELADO                                         ;346881;Zoom                                              ;Zoom                                              ;1;64.5;905.79;905.79;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;21/06/2020 11:38:57;
CANCELADO                                         ;350219;Web Continental                                   ;Web Continental                                   ;1;35.69;309.79;309.79;Whisky Johnnie Walker Green Label 15 Anos - 750ml;Transportadora;22/06/2020 02:33:46;
DESPACHADO                                        ;351221;Magazine Luiza                                    ;Magazine Luiza                                    ;1;32.24;257.89;257.89;Controle LG Smart Magic ThinQ AI P/ Tv 2017 e 2018 - Preto;JadLog;22/06/2020 09:26:05;22/06/2020 09:30:21
CANCELADO                                         ;351875;Carrefour                                         ;Carrefour                                         ;1;36.93;475.89;475.89;Cafeteira Nespresso Essenza Mini D30 Reservatório de Água 0.6L Vermelho - 110V;Transportadora;22/06/2020 09:34:09;
DESPACHADO                                        ;346881;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;929.79;929.79;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;22/06/2020 11:44:35;23/06/2020 08:51:29
DESPACHADO                                        ;351987;B2W Nova API                                      ;Lojas Americanas                                  ;1;60.62;1378.89;1378.89;Smart TV LED Philco 28" PTV28G50SN HDMI USB 60Hz;JadLog;22/06/2020 12:33:17;22/06/2020 12:47:36
CANCELADO                                         ;348914;Via Varejo                                        ;Casas Bahia                                       ;1;136.83;599.89;599.89;Cafeteira Expresso Arno Dolce Gusto Mini Me Preta/Vermelha - 220V;Jamef;22/06/2020 12:56:00;
CANCELADO                                         ;349834;B2W Nova API                                      ;Lojas Americanas                                  ;1;39.08;339.79;339.79;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;Correios;22/06/2020 12:59:34;
DESPACHADO                                        ;346762;Via Varejo                                        ;Casas Bahia                                       ;1;0;622.79;622.79;Fritadeira Elétrica Philco Air Fry Saúde Inox 3L Preta - 110V;JadLog;22/06/2020 01:45:00;23/06/2020 08:50:20
DESPACHADO                                        ;352628;Magazine Luiza                                    ;Magazine Luiza                                    ;1;32.71;317.79;317.79;Aspirador de Pó Vertical Philco Ciclone Force 2 em 1 1250W - 110V;JadLog;22/06/2020 02:18:00;22/06/2020 02:25:16
DESPACHADO                                        ;335527;Magazine Luiza                                    ;Magazine Luiza                                    ;1;31.48;157.89;157.89;Máquina de Cortar Cabelo Philco Dual Action 2 - 110v;JadLog;22/06/2020 02:36:49;22/06/2020 02:42:52
DESPACHADO                                        ;352271;B2W Nova API                                      ;Lojas Americanas                                  ;1;46.77;578.89;578.89;Depurador Slim Philco PDR60I 3 Velocidades 60cm Inox - 110V;JadLog;22/06/2020 02:46:47;22/06/2020 03:19:39
DESPACHADO                                        ;350659;Magazine Luiza                                    ;Magazine Luiza                                    ;1;31.93;216.79;216.79;Modelador de Cachos Gama Italy Ceramic Nano Tourmaline New 33mm - Bivolt;JadLog;22/06/2020 03:00:30;22/06/2020 03:04:41
DESPACHADO                                        ;352628;Magazine Luiza                                    ;Magazine Luiza                                    ;1;32.71;317.79;317.79;Aspirador de Pó Vertical Philco Ciclone Force 2 em 1 1250W - 110V;JadLog;22/06/2020 03:19:41;22/06/2020 03:31:32
CANCELADO                                         ;350746;Via Varejo                                        ;Casas Bahia                                       ;1;37.81;588.89;588.89;Tablet DL TabFácil TX385BRA 7.85" 3G Bluetooth 8GB - Branco;JadLog;22/06/2020 05:01:00;
CANCELADO                                         ;349374;Via Varejo                                        ;Casas Bahia                                       ;1;34.99;145.79;145.79;Liquidificador Britânia Diamante 4 Vel Filtro 800W Vermelho - 110V;JadLog;22/06/2020 04:21:00;
DESPACHADO                                        ;352271;B2W Nova API                                      ;Lojas Americanas                                  ;1;49.06;578.89;578.89;Depurador Slim Philco PDR60I 3 Velocidades 60cm Inox - 110V;JadLog;22/06/2020 05:36:47;22/06/2020 05:55:29
DESPACHADO                                        ;346662;Magazine Luiza                                    ;Magazine Luiza                                    ;1;36.19;376.89;376.89;Som Portátil Philco PH61 Rádio FM Estério CD-R/RW Auxiliar Bivolt - Preto;JadLog;22/06/2020 05:40:11;22/06/2020 05:47:34
DESPACHADO                                        ;350659;B2W Nova API                                      ;Shoptime                                          ;1;55.97;218.89;218.89;Modelador de Cachos Gama Italy Ceramic Nano Tourmaline New 33mm - Bivolt;Rapidao Cometa;22/06/2020 06:46:51;22/06/2020 07:07:00
CANCELADO                                         ;348914;Via Varejo                                        ;Casas Bahia                                       ;1;38.01;614.79;614.79;Cafeteira Expresso Arno Dolce Gusto Mini Me Preta/Vermelha - 220V;JadLog;22/06/2020 07:07:00;
DESPACHADO                                        ;346693;Magazine Luiza                                    ;Magazine Luiza                                    ;1;41.3;258.79;258.79;DVD Philco PH136 USB HDMI MP3 e JPEG - Bivolt;JadLog;22/06/2020 07:26:44;22/06/2020 07:30:55
CANCELADO                                         ;347409;Via Varejo                                        ;Casas Bahia                                       ;1;71.34;279.79;279.79;Prancha Gama Italy Elegance LED Keration Pro - Bivolt;Correios;22/06/2020 07:31:00;
DESPACHADO                                        ;352970;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;339.79;339.79;Aspirador de Pó Vertical WAP High Speed FW006531 Portátil 1.2L Vermelho – 110V;Correios;22/06/2020 08:30:03;23/06/2020 08:49:40
DESPACHADO                                        ;351681;Via Varejo                                        ;Extra                                             ;1;0;236.89;236.89;Liquidificador Philips Walita RI2113 filtro 5 Vel + Pulsar 700W Preto - 110V;JadLog;22/06/2020 09:30:00;23/06/2020 08:49:04
CANCELADO                                         ;352628;Via Varejo                                        ;Casas Bahia                                       ;1;35.66;308.89;308.89;Aspirador de Pó Vertical Philco Ciclone Force 2 em 1 1250W - 110V;JadLog;22/06/2020 10:18:00;
DESPACHADO                                        ;346881;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;929.79;929.79;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;Rapidao Cometa;22/06/2020 10:38:24;23/06/2020 08:48:33
DESPACHADO                                        ;350659;Amazon                                            ;Amazon                                            ;1;0;213.79;213.79;Modelador de Cachos Gama Italy Ceramic Nano Tourmaline New 33mm - Bivolt;JadLog;22/06/2020 08:28:54;23/06/2020 08:34:55
CANCELADO                                         ;352186;Via Varejo                                        ;Casas Bahia                                       ;1;151.27;368.89;368.89;Caixa de Som Amplificada Lenoxx CA100 120W Bluetooth USB Bateria Interna Karaokê - Bivolt;Correios;22/06/2020 11:35:00;
DESPACHADO                                        ;346881;Via Varejo                                        ;Casas Bahia                                       ;1;0;928.89;928.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;23/06/2020 12:12:00;24/06/2020 09:11:32
DESPACHADO                                        ;352546;B2W Nova API                                      ;Lojas Americanas                                  ;1;84.06;728.89;728.89;Climatizador de Ar Philco PCL1QF  3 Em 1 Ar Quente e Frio Controle Remoto Branco - 220V;Rapidao Cometa;23/06/2020 01:30:41;23/06/2020 01:42:12
DESPACHADO                                        ;351987;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;1379.79;1379.79;Smart TV LED Philco 28" PTV28G50SN HDMI USB 60Hz;Rapidao Cometa;23/06/2020 01:34:15;23/06/2020 08:46:14
DESPACHADO                                        ;350078;Amazon                                            ;Amazon                                            ;1;0;1848.79;1848.79;Smart TV LED 32" LG 32LK615BPSB HD Wi-fi 2 USB 2 HDMI WebOS 4.0 Time Machine;JadLog;21/06/2020 07:54:57;23/06/2020 08:44:04
DESPACHADO                                        ;346693;Amazon                                            ;Amazon                                            ;1;0;252.79;252.79;DVD Philco PH136 USB HDMI MP3 e JPEG - Bivolt;JadLog;22/06/2020 03:26:16;23/06/2020 08:42:39
CANCELADO                                         ;350213;Via Varejo                                        ;Casas Bahia                                       ;1;31.04;72.89;72.89;Whisky Jack Daniels - 375ml;JadLog;23/06/2020 08:06:00;
DESPACHADO                                        ;349992;Mercado Livre                                     ;Mercado Livre                                     ;1;0;2209.79;2209.79;Ar Condicionado Portatil Philco PAC11000F2 Ar Frio 11000BTUS Branco - 220V;JadLog;22/06/2020 06:10:14;23/06/2020 08:41:13
CANCELADO                                         ;346881;B2W Nova API                                      ;Lojas Americanas                                  ;1;58.41;929.79;929.79;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;23/06/2020 10:17:27;
DESPACHADO                                        ;352546;Magazine Luiza                                    ;Magazine Luiza                                    ;1;83.72;714.89;714.89;Climatizador de Ar Philco PCL1QF  3 Em 1 Ar Quente e Frio Controle Remoto Branco - 220V;Rapidao Cometa;23/06/2020 11:18:04;23/06/2020 11:34:54
DESPACHADO                                        ;346881;Magazine Luiza                                    ;Magazine Luiza                                    ;2;103.22;1847.58;923.79;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;23/06/2020 12:15:07;24/06/2020 04:04:13
CANCELADO                                         ;348966;B2W Nova API                                      ;Lojas Americanas                                  ;1;94.29;989.79;989.79;Mini System Panasonic SC-AKX100LBK 250W RMS - Bivolt;Rapidao Cometa;23/06/2020 01:05:18;
DESPACHADO                                        ;350078;Magazine Luiza                                    ;Magazine Luiza                                    ;1;58.97;1874.79;1874.79;Smart TV LED 32" LG 32LK615BPSB HD Wi-fi 2 USB 2 HDMI WebOS 4.0 Time Machine;JadLog;23/06/2020 02:46:52;23/06/2020 03:00:46
DESPACHADO                                        ;348739;Magazine Luiza                                    ;Magazine Luiza                                    ;1;28.55;31.79;31.79;Sandália Havaianas Top Preto 37/38;JadLog;23/06/2020 03:43:30;23/06/2020 03:47:46
DESPACHADO                                        ;346662;B2W Nova API                                      ;Lojas Americanas                                  ;1;0;399.79;399.79;Som Portátil Philco PH61 Rádio FM Estério CD-R/RW Auxiliar Bivolt - Preto;JadLog;23/06/2020 04:29:53;23/06/2020 05:40:10
DESPACHADO                                        ;350059;Magazine Luiza                                    ;Magazine Luiza                                    ;1;75.35;650.79;650.79;Panificadora Britânia Multipane Função Timer Branco - 110V;JadLog;23/06/2020 04:41:17;23/06/2020 04:45:42
DESPACHADO                                        ;350659;B2W Nova API                                      ;Lojas Americanas                                  ;1;40.52;218.89;218.89;Modelador de Cachos Gama Italy Ceramic Nano Tourmaline New 33mm - Bivolt;Correios;23/06/2020 04:42:04;23/06/2020 04:57:18
CANCELADO                                         ;348204;Via Varejo                                        ;Casas Bahia                                       ;1;34.93;61.89;61.89;Kit Sandália Havaianas 3 pares Flat Bege 39/40;JadLog;23/06/2020 06:39:00;
DESPACHADO                                        ;352628;Via Varejo                                        ;Casas Bahia                                       ;1;0;308.89;308.89;Aspirador de Pó Vertical Philco Ciclone Force 2 em 1 1250W - 110V;JadLog;23/06/2020 07:21:00;24/06/2020 08:12:05
DESPACHADO                                        ;347409;Via Varejo                                        ;Ponto Frio                                        ;1;0;298.79;298.79;Prancha Gama Italy Elegance LED Keration Pro - Bivolt;Correios;10/06/2020 03:01:00;24/06/2020 08:10:41
CANCELADO                                         ;352854;Via Varejo                                        ;Ponto Frio                                        ;1;54.59;3273.79;3273.79;Smartphone Samsung Galaxy A70 Dual Chip Tela 6.7" Android 128GB Cam tripla 32MP+5MP+8MP - Azul;JadLog;11/06/2020 02:35:00;
CANCELADO                                         ;352923;Via Varejo                                        ;Ponto Frio                                        ;1;195.07;5512.89;5512.89;Smart TV Sony LED 4K UHD HDR KD-55X705G 65" Alta Resolução MotionFlow XR 240 HDMI USB;JadLog;15/06/2020 06:10:00;
CANCELADO                                         ;352481;Cissa Magazine                                    ;Cissa Magazine                                    ;1;76.3;801.89;801.89;Fritadeira Elétrica Arno Air Fry Super 4.2L 1400W Inox - 110V;Jamef;23/06/2020 08:33:37;
CANCELADO                                         ;352559;Via Varejo                                        ;Ponto Frio                                        ;1;103.64;16612.79;16612.79;Notebook Lenovo Yoga 900S Intel Core M7 8GB 256GB SSD Tela Touch 12.5" QHD Windows 10 - Prata;Rapidao Cometa;16/06/2020 02:09:00;
DESPACHADO                                        ;350659;Via Varejo                                        ;Ponto Frio                                        ;1;0;218.89;218.89;Modelador de Cachos Gama Italy Ceramic Nano Tourmaline New 33mm - Bivolt;Correios;16/06/2020 03:38:00;24/06/2020 09:09:38
CANCELADO                                         ;346272;Via Varejo                                        ;Ponto Frio                                        ;1;66.38;601.89;601.89;Cafeteira Expresso Três Corações Modo Vermelha - 220V;JadLog;17/06/2020 09:36:00;
CANCELADO                                         ;349835;B2W Nova API                                      ;Lojas Americanas                                  ;1;32.79;328.89;328.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 220V;JadLog;23/06/2020 09:12:23;
CANCELADO                                         ;346881;Via Varejo                                        ;Ponto Frio                                        ;1;33.22;898.89;898.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;19/06/2020 11:20:00;
CANCELADO                                         ;349834;Via Varejo                                        ;Ponto Frio                                        ;1;32.87;338.89;338.89;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;JadLog;19/06/2020 05:37:00;
DESPACHADO                                        ;346089;Via Varejo                                        ;Ponto Frio                                        ;1;0;148.89;148.89;Ventilador Coluna Britânia Mega Turbo Six 30cm Preto - 110V;JadLog;19/06/2020 06:24:00;24/06/2020 08:11:14
CANCELADO                                         ;346881;Via Varejo                                        ;Ponto Frio                                        ;1;53.13;928.89;928.89;Home Theater Philco PHT690 5.1 Canais DVD Player USB Karaokê 480W - Bivolt;JadLog;22/06/2020 02:42:00;
DESPACHADO                                        ;350058;Via Varejo                                        ;Ponto Frio                                        ;1;0;649.79;649.79;Panificadora Britânia Multipane Função Timer Preto - 220V;Correios;22/06/2020 05:40:00;24/06/2020 09:11:03
CANCELADO                                         ;349347;Via Varejo                                        ;Casas Bahia                                       ;1;36.49;274.79;274.79;Liquidificador Britânia B1000 1000W 12 Vel + Pulsar Preto - 220V;JadLog;23/06/2020 07:57:00;
CANCELADO                                         ;352628;Via Varejo                                        ;Casas Bahia                                       ;1;35.66;308.89;308.89;Aspirador de Pó Vertical Philco Ciclone Force 2 em 1 1250W - 110V;JadLog;23/06/2020 08:32:00;
CANCELADO                                         ;352432;Magazine Luiza                                    ;Magazine Luiza                                    ;1;114.49;3267.79;3267.79;Notebook Samsung Essentials E20 Intel Celeron 4GB HD500GB 15.6" Windows 10 - Branco;JadLog;24/06/2020 02:58:46;
CANCELADO                                         ;352432;B2W Nova API                                      ;Lojas Americanas                                  ;1;57.58;3164.89;3164.89;Notebook Samsung Essentials E20 Intel Celeron 4GB HD500GB 15.6" Windows 10 - Branco;JadLog;24/06/2020 04:55:07;
ENTREGUE                                          ;350823;Via Varejo                                        ;Casas Bahia                                       ;1;0;385.9;385.9;Micro System Boombox Philco PBO140BT USB Bluetooth Preto - Bivolt;Correios;28/11/2019 01:11:00;16/12/2019 11:05:18
ENTREGUE                                          ;349834;Via Varejo                                        ;Ponto Frio                                        ;1;0;177.9;177.9;Escova Secadora Britânia Soft BEC02 3 Temp 2 Vel - 110V;Correios;29/11/2019 10:02:00;02/12/2019 09:55:31
ENTREGUE                                          ;350659;Via Varejo                                        ;Extra                                             ;1;0;168.9;168.9;Modelador de Cachos Gama Italy Ceramic Nano Tourmaline New 33mm - Bivolt;Correios;29/11/2019 08:15:00;18/12/2019 10:55:08
ENTREGUE                                          ;349241;Magazine Luiza                                    ;Magazine Luiza                                    ;1;43.29;300.9;300.9;Ferro a Vapor Philips Walita Comfort Cerâmica RI1436/22 1400W Azul - 110V;Correios;06/12/2019 07:54:08;06/12/2019 08:02:23
